bz_gse,bt,density,speed,temperature
-3.8754999999999997,5.134166666666666,1.1859166666666667,303.28333333333336,21103.516666666666
-0.8742204496011603,5.272708484408992,2.3740452261306535,364.2441708542713,59822.32663316583
-1.2135,2.4738333333333333,5.563,372.86150000000004,49186.975
-0.12583333333333335,5.069999999999999,1.0401666666666667,457.0955000000001,103177.25
1.3333333333333335,3.011333333333333,2.9901666666666666,466.98158333333333,94919.55833333333
0.4838333333333333,1.864,2.3823333333333334,280.0953333333334,10993.166666666666
-0.38883333333333336,7.808833333333334,2.312333333333334,380.22850000000005,59498.00833333333
-0.9711666666666666,1.4035000000000004,0.05033333333333333,355.17516666666666,48579.325
0.8296666666666667,4.455,6.021333333333334,312.76833333333343,20634.666666666668
3.541,13.18833333333333,10.390333333333336,404.9656666666667,68454.675
1.62,3.3010000000000006,5.493666666666666,341.3083333333333,27779.433333333334
-0.675,3.9536666666666664,2.1599999999999997,645.4270833333334,214514.95833333334
-0.7691666666666666,1.7426666666666664,8.696153846153846,364.02948717948715,22657.403846153848
4.3853333333333335,23.330333333333332,20.422333333333334,376.3705,57313.9
6.226166666666668,11.5445,9.240166666666664,496.9966666666667,280780.23333333334
3.7833333333333337,7.110833333333334,3.286515917881583,452.7894698998313,96309.41669146088
-0.9013333333333333,2.6261666666666668,3.678833333333333,290.76591666666667,13905.741666666667
-2.4335,3.095999999999999,1.4353333333333333,326.7296666666667,37876.0
1.5318333333333336,2.7068333333333334,0.8035833333333332,598.4785,96523.58333333333
0.119,1.5535,4.177333333333333,323.825,17365.6
2.7060000000000004,6.4396666666666675,11.067476635514016,349.1647196261682,32771.088785046726
-3.6975000000000002,5.294,0.30016666666666664,603.5095,300893.7
-6.41625,12.317250000000001,4.546083333333334,721.8998333333333,696474.4166666666
0.3163333333333333,6.814666666666666,2.483166666666667,429.17550000000006,112589.725
-2.4555,6.558166666666666,4.763583333333332,401.26525000000004,170766.5
-0.8693333333333334,5.518333333333333,15.100833333333334,325.41,17919.566666666666
0.7615000000000001,5.253500000000001,6.1979999999999995,327.49999999999994,44646.61666666667
-4.3898,15.843206666666669,5.929578947368421,648.0845087719297,72328.7390350877
-3.8950000000000005,4.251499999999999,1.90225,417.70516666666657,87873.19166666667
-2.4459999999999997,3.4611666666666663,0.5128333333333334,295.1625833333333,23677.2
-1.0963333333333334,5.017333333333334,4.3468333333333335,700.225,469910.2
1.8018333333333336,10.078666666666665,3.59875,476.5613333333333,64203.50833333333
-0.9780000000000001,3.899,0.23249999999999996,371.96833333333336,33766.96666666667
-1.6516666666666668,8.876166666666666,0.36941666666666667,388.2595,39894.291666666664
3.3183333333333334,3.8921666666666668,4.268583333333334,296.4351666666667,17432.191666666666
0.39133333333333337,4.492166666666666,3.368166666666667,403.76466666666664,91740.125
1.6845,3.1734999999999998,4.8124166666666675,369.3665833333333,41612.8
2.1118333333333337,5.189166666666666,4.472166666666667,385.0695,40790.166666666664
1.3388333333333335,4.183166666666667,2.8959999999999995,482.5100000000001,114581.25
0.9355,4.310833333333333,0.6447499999999999,376.78558333333336,82837.58333333333
0.22283333333333333,2.4286666666666665,1.377166666666667,338.6616666666666,54847.45
1.3960000000000001,5.168333333333334,0.62375,513.66475,224494.56666666668
0.43033333333333335,3.509666666666667,2.985833333333333,306.84666666666664,10758.433333333332
-1.0554999999999999,5.213166666666667,1.9850833333333333,563.3945,92871.325
0.8133333333333334,3.2913333333333337,3.0155000000000007,531.6415833333333,140844.74166666667
-0.5008333333333332,3.210666666666667,8.076666666666668,305.5533333333333,16240.5
0.5256666666666666,2.4315,3.9210833333333337,506.2900833333333,35150.675
-0.871,4.868833333333334,5.354583333333335,543.6355833333334,38981.48333333333
-0.23400000000000004,2.326166666666667,0.9885,518.9358333333333,122954.125
-0.8755000000000003,10.738000000000001,18.906666666666663,382.02250000000004,79457.35
-1.6948130841121494,3.4057943925233642,1.7353724394785845,586.2031005586593,265334.16108007455
-0.05383333333333334,4.1975,3.5235,444.46133333333336,52893.458333333336
0.2586666666666667,4.697499999999999,8.452499999999999,360.1183333333333,55039.46666666667
0.284,3.5708333333333333,3.5598333333333327,355.14225000000005,37066.825
-0.13116666666666668,3.066333333333333,5.152666666666666,329.43308333333334,31677.733333333334
-0.36033333333333334,4.0408333333333335,0.9223333333333332,395.2519166666667,30406.975
-3.2633333333333336,4.045166666666668,1.0449166666666667,461.9591666666666,104211.58333333333
-0.5321666666666667,3.720333333333333,2.192,536.754,134500.39166666666
0.24508333333333335,9.987916666666667,1.2671439393939394,525.0185606060606,277640.56212121213
6.179500000000001,10.723500000000001,10.947499999999996,468.6883333333334,182097.01666666666
1.1235,2.7658333333333327,2.6901666666666673,357.54808333333335,57803.28333333333
-0.5661666666666666,4.5681666666666665,1.7319166666666668,600.3880833333333,220835.85833333334
0.17866666666666664,3.923333333333334,1.0608333333333333,631.7603333333333,209732.95
1.5041666666666664,4.598166666666667,6.721083333333334,368.155,32371.058333333334
-1.3243333333333334,4.112333333333334,4.021166666666667,458.5083333333333,67291.23333333334
-2.1345,4.280166666666667,1.4905833333333331,349.9513333333333,64218.51666666667
2.353333333333333,7.441833333333332,5.076583333333333,416.22533333333337,98297.28333333334
2.1575,3.5861666666666667,0.7022083333333333,625.8422083333332,217652.95833333334
1.2414999999999998,5.649,6.277833333333333,501.2116666666667,211179.76666666666
-0.26933333333333326,4.223666666666667,2.2836666666666665,515.94875,146939.31666666668
-1.8625000000000003,8.500666666666667,1.268,502.80666666666673,170122.91666666666
-0.131,1.8411666666666664,2.155666666666667,340.63450000000006,39712.53333333333
1.647,4.6978333333333335,6.633916666666667,333.9210833333334,35469.15
-0.2738333333333333,2.9724999999999993,0.6440833333333332,354.92766666666665,65142.441666666666
1.3034999999999999,3.0905000000000005,3.8701666666666674,588.9455000000002,132901.0
